领域,类型,等级,序号,简称,全称,出版社/组织,网址,PDF页码
计算机体系结构/并行与分布计算/存储系统,期刊,A,1,TOCS,ACM Transactions on Computer Systems,ACM,https://dblp.org/db/journals/tocs/,2
计算机体系结构/并行与分布计算/存储系统,期刊,A,2,TOS,ACM Transactions on Storage,ACM,https://dblp.org/db/journals/tos/,2
计算机体系结构/并行与分布计算/存储系统,期刊,A,3,TCAD,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,IEEE,https://dblp.org/db/journals/tcad/,2
计算机体系结构/并行与分布计算/存储系统,期刊,A,4,TC,IEEE Transactions on Computers,IEEE,https://dblp.org/db/journals/tc/index.html,2
计算机体系结构/并行与分布计算/存储系统,期刊,A,5,TPDS,IEEE Transactions on Parallel and Distributed Systems,IEEE,https://dblp.org/db/journals/tpds/,2
计算机体系结构/并行与分布计算/存储系统,期刊,A,6,TACO,ACM Transactions on Architecture and Code Optimization,ACM,https://dblp.org/db/journals/taco/,2
计算机体系结构/并行与分布计算/存储系统,期刊,B,1,TAAS,ACM Transactions on Autonomous and Adaptive Systems,ACM,https://dblp.org/db/journals/taas/,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,2,TODAES,ACM Transactions on Design Automation of Electronic Systems,ACM,https://dblp.org/db/journals/todaes/,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,3,TECS,ACM Transactions on Embedded Computing Systems,ACM,https://dblp.org/db/journals/tecs/,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,4,TRETS,ACM Transactions on Reconfigurable Technology and Systems,ACM,https://dblp.org/db/journals/trets/,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,5,TVLSI,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,IEEE,https://dblp.org/db/journals/tvlsi/,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,6,JPDC,Journal of Parallel and Distributed Computing,Elsevier,https://dblp.org/db/journals/jpdc/,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,7,JSA,Journal of Systems Architecture: Embedded Software Design,Elsevier,https://dblp.org/db/journals/jsa/,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,8,,Parallel Computing,Elsevier,https://dblp.org/db/journals/pc/index.html,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,9,,Performance Evaluation: An International Journal,Elsevier,https://dblp.org/db/journals/pe/index.html,3
计算机体系结构/并行与分布计算/存储系统,期刊,B,10,TCC,IEEE Transactions on Cloud Computing,IEEE,https://dblp.org/db/journals/tcc/,3
计算机体系结构/并行与分布计算/存储系统,期刊,C,1,JETC,ACM Journal on Emerging Technologies in Computing Systems,ACM,https://dblp.org/db/journals/jetc/,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,2,,Concurrency and Computation: Practice and Experience,Wiley,https://dblp.org/db/journals/concurrency/,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,3,DC,Distributed Computing,Springer,https://dblp.org/db/journals/dc/,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,4,FGCS,Future Generation Computer Systems,Elsevier,https://dblp.org/db/journals/fgcs,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,5,Integration,"Integration, the VLSI Journal",Elsevier,https://dblp.org/db/journals/integration,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,6,JETTA,Journal of Electronic Testing-Theory and Applications,Springer,https://dblp.org/db/journals/et/index.html,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,7,JGC,Journal of Grid computing,Springer,https://dblp.org/db/journals/grid/,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,8,RTS,Real-Time Systems,Springer,https://dblp.org/db/journals/rts/,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,9,TJSC,The Journal of Supercomputing,Springer,https://dblp.org/db/journals/tjs/,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,10,TCASI,IEEE Transactions on Circuits and Systems I: Regular Papers,IEEE,https://dblp.org/db/journals/tcasI/index.html,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,11,CCF-THPC,CCF Transactions on High Performance Computing,CCF,https://dblp.org/db/journals/ccfthpc/index.html,4
计算机体系结构/并行与分布计算/存储系统,期刊,C,12,TSUSC,IEEE Transactions on Sustainable Computing,IEEE,https://dblp.org/db/journals/tsusc/index.html,4
计算机体系结构/并行与分布计算/存储系统,会议,A,1,PPoPP,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,ACM,https://dblp.org/db/conf/ppopp/,5
计算机体系结构/并行与分布计算/存储系统,会议,A,2,FAST,USENIX Conference on File and Storage Technologies,USENIX,https://dblp.org/db/conf/fast/,5
计算机体系结构/并行与分布计算/存储系统,会议,A,3,DAC,Design Automation Conference,ACM,https://dblp.org/db/conf/dac/,5
计算机体系结构/并行与分布计算/存储系统,会议,A,4,HPCA,IEEE International Symposium on High Performance Computer Architecture,IEEE,https://dblp.org/db/conf/hpca/,5
计算机体系结构/并行与分布计算/存储系统,会议,A,5,MICRO,IEEE/ACM International Symposium on Microarchitecture,IEEE/ ACM,https://dblp.org/db/conf/micro/index.html,5
计算机体系结构/并行与分布计算/存储系统,会议,A,6,SC,"International Conference for High Performance Computing, Networking, Storage, and Analysis",IEEE,https://dblp.org/db/conf/sc/,5
计算机体系结构/并行与分布计算/存储系统,会议,A,7,ASPLOS,International Conference on Architectural Support for Programming Languages and Operating Systems,ACM,https://dblp.org/db/conf/asplos/,5
计算机体系结构/并行与分布计算/存储系统,会议,A,8,ISCA,International Symposium on Computer Architecture,IEEE/ ACM,https://dblp.org/db/conf/isca/,5
计算机体系结构/并行与分布计算/存储系统,会议,A,9,ACM SIGOPS ATC（原 USENIX ATC）,ACM SIGOPS Annual Technical Conference,ACM,https://dblp.org/db/conf/usenix/index.html,5
计算机体系结构/并行与分布计算/存储系统,会议,A,10,EuroSys,European Conference on Computer Systems,ACM,https://dblp.org/db/conf/eurosys/,5
计算机体系结构/并行与分布计算/存储系统,会议,A,11,HPDC,The International ACM Symposium on High-Performance Parallel and Distributed Computing,IEEE,https://dblp.org/db/conf/hpdc/,5
计算机体系结构/并行与分布计算/存储系统,会议,B,1,SoCC,ACM Symposium on Cloud Computing,ACM,https://dblp.org/db/conf/cloud/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,2,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,ACM,https://dblp.org/db/conf/spaa/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,3,PODC,ACM Symposium on Principles of Distributed Computing,ACM,https://dblp.org/db/conf/podc/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,4,FPGA,ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,ACM,https://dblp.org/db/conf/fpga/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,5,CGO,The International Symposium on Code Generation and Optimization,IEEE/ ACM,https://dblp.org/db/conf/cgo/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,6,DATE,"Design, Automation & Test in Europe",IEEE/ ACM,https://dblp.org/db/conf/date/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,7,HOT CHIPS,Hot Chips: A Symposium on High Performance Chips,IEEE,https://dblp.org/db/conf/hotchips/index.html,6
计算机体系结构/并行与分布计算/存储系统,会议,B,8,CLUSTER,IEEE International Conference on Cluster Computing,IEEE,https://dblp.org/db/conf/cluster/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,9,ICCD,International Conference on Computer Design,IEEE,https://dblp.org/db/conf/iccd/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,10,ICCAD,International Conference on Computer-Aided Design,IEEE/ ACM,https://dblp.org/db/conf/iccad/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,11,ICDCS,IEEE International Conference on Distributed Computing Systems,IEEE,https://dblp.org/db/conf/icdcs/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,12,CODES+ISSS,International Conference on Hardware/Software Co-design and System Synthesis,IEEE/ ACM,https://dblp.org/db/conf/codesisss/index.html,6
计算机体系结构/并行与分布计算/存储系统,会议,B,13,HiPEAC,International Conference on High Performance and Embedded Architectures and Compilers,ACM,https://dblp.org/db/conf/hipeac/,6
计算机体系结构/并行与分布计算/存储系统,会议,B,14,SIGMETRICS,International Conference on Measurement and Modeling of Computer Systems,ACM,https://dblp.org/db/conf/sigmetrics/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,15,PACT,International Conference on Parallel Architectures and Compilation Techniques,IEEE/ ACM,https://dblp.org/db/conf/IEEEpact/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,16,ICPP,International Conference on Parallel Processing,ACM,https://dblp.org/db/conf/icpp/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,17,ICS,International Conference on Supercomputing,ACM,https://dblp.org/db/conf/ics/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,18,VEE,International Conference on Virtual Execution Environments,ACM,https://dblp.org/db/conf/vee/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,19,IPDPS,IEEE International Parallel & Distributed Processing Symposium,IEEE,https://dblp.org/db/conf/ipps/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,20,Performance,"International Symposium on Computer Performance, Modeling, Measurements and Evaluation",ACM,https://dblp.org/db/conf/performance/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,21,ITC,International Test Conference,IEEE,https://dblp.org/db/conf/itc/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,22,LISA,Large Installation System Administration Conference,USENIX,https://dblp.org/db/conf/lisa/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,23,MSST,Mass Storage Systems and Technologies,IEEE,https://dblp.org/db/conf/mss/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,24,RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,IEEE,https://dblp.org/db/conf/rtas/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,25,Euro-Par,European Conference on Parallel and Distributed Computing Springer,Springer,https://dblp.org/db/conf/europar/,7
计算机体系结构/并行与分布计算/存储系统,会议,B,26,ISCAS,IEEE International Symposium on Circuits and Systems,IEEE,https://dblp.org/db/conf/iscas/,7
计算机体系结构/并行与分布计算/存储系统,会议,C,1,CF,ACM International Conference on Computing Frontiers,ACM,https://dblp.org/db/conf/cf,8
计算机体系结构/并行与分布计算/存储系统,会议,C,2,SYSTOR,ACM International Systems and Storage Conference,ACM,https://dblp.org/db/conf/systor/index.html,8
计算机体系结构/并行与分布计算/存储系统,会议,C,3,NOCS,ACM/IEEE International Symposium on Networks-on-Chip,IEEE/ ACM,https://dblp.org/db/conf/nocs,8
计算机体系结构/并行与分布计算/存储系统,会议,C,4,ASAP,"IEEE International Conference on Application-Specific Systems, Architectures, and Processors",IEEE,https://dblp.org/db/conf/asap,8
计算机体系结构/并行与分布计算/存储系统,会议,C,5,ASP-DAC,Asia and South Pacific Design Automation Conference,IEEE/ ACM,https://dblp.org/db/conf/aspdac,8
计算机体系结构/并行与分布计算/存储系统,会议,C,6,ETS,IEEE European Test Symposium,IEEE,https://dblp.org/db/conf/ets/,8
计算机体系结构/并行与分布计算/存储系统,会议,C,7,FPL,International Conference on Field-Programmable Logic and Applications,IEEE,https://dblp.org/db/conf/fpl/,8
计算机体系结构/并行与分布计算/存储系统,会议,C,8,FCCM,IEEE Symposium on Field-Programmable Custom Computing Machines,IEEE,https://dblp.org/db/conf/fccm/,8
计算机体系结构/并行与分布计算/存储系统,会议,C,9,GLSVLSI,Great Lakes Symposium on VLSI,IEEE/ ACM,https://dblp.org/db/conf/glvlsi/,8
计算机体系结构/并行与分布计算/存储系统,会议,C,10,ATS,IEEE Asian Test Symposium,IEEE,https://dblp.org/db/conf/ats/,8
计算机体系结构/并行与分布计算/存储系统,会议,C,11,HPCC,IEEE International Conference on High Performance Computing and Communications,IEEE,https://dblp.org/db/conf/hpcc/,8
计算机体系结构/并行与分布计算/存储系统,会议,C,12,HiPC,"IEEE International Conference on High Performance Computing, Data and Analytics",IEEE/ ACM,https://dblp.org/db/conf/hipc/index.html,8
计算机体系结构/并行与分布计算/存储系统,会议,C,13,MASCOTS,"International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",IEEE,https://dblp.org/db/conf/mascots/,8
计算机体系结构/并行与分布计算/存储系统,会议,C,14,ISPA,IEEE International Symposium on Parallel and Distributed Processing with Applications,IEEE,https://dblp.org/db/conf/ispa/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,15,CCGRID,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",IEEE/ ACM,https://dblp.org/db/conf/ccgrid/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,16,NPC,IFIP International Conference on Network and Parallel Computing,Springer,https://dblp.org/db/conf/npc/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,17,ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,IEEE,https://dblp.org/db/conf/ica3pp/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,18,CASES,"International Conference on Compilers, Architectures, and Synthesis for Embedded Systems",ACM,https://dblp.org/db/conf/cases/index.html,9
计算机体系结构/并行与分布计算/存储系统,会议,C,19,FPT,International Conference on Field-Programmable Technology,IEEE,https://dblp.org/db/conf/fpt/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,20,ICPADS,International Conference on Parallel and Distributed Systems,IEEE,https://dblp.org/db/conf/icpads/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,21,ISLPED,International Symposium on Low Power Electronics and Design,IEEE/ ACM,https://dblp.org/db/conf/islped/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,22,ISPD,International Symposium on Physical Design,ACM,https://dblp.org/db/conf/ispd/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,23,HOTI,IEEE Symposium on High-Performance Interconnects,IEEE,https://dblp.org/db/conf/hoti/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,24,VTS,IEEE VLSI Test Symposium,IEEE,https://dblp.org/db/conf/vts/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,25,ITC-Asia,International Test Conference in Asia,IEEE,https://dblp.org/db/conf/itc-asia/,9
计算机体系结构/并行与分布计算/存储系统,会议,C,26,SEC,ACM/IEEE Symposium on Edge Computing,IEEE/ ACM,https://dblp.org/db/conf/ieeesec/index.html,9
计算机体系结构/并行与分布计算/存储系统,会议,C,27,NAS,"International Conference on Networking, Architecture and Storages",IEEE,https://dblp.org/db/conf/nas/index.html,9
计算机体系结构/并行与分布计算/存储系统,会议,C,28,HotStorage,HotStorage,USENIX Association,https://dblp.org/db/conf/hotstorage/index.html,9
计算机体系结构/并行与分布计算/存储系统,会议,C,29,APPT,International Symposium on Advanced Parallel Processing Technology,Springer,https://dblp.org/db/conf/appt/index.html,9
计算机体系结构/并行与分布计算/存储系统,会议,C,30,JCC,International Conference on JointCloud Computing,CCF&IEEE,,9
计算机网络,期刊,A,1,JSAC,IEEE Journal on Selected Areas in Communications,IEEE,https://dblp.org/db/journals/jsac/,10
计算机网络,期刊,A,2,TMC,IEEE Transactions on Mobile Computing,IEEE,https://dblp.org/db/journals/tmc/,10
计算机网络,期刊,A,3,TON,IEEE Transactions on Networking（原 IEEE/ACM Transactions on Networking）,IEEE,https://dblp.org/db/journals/ton/,10
计算机网络,期刊,B,1,TOIT,ACM Transactions on Internet Technology,ACM,https://dblp.org/db/journals/toit/,11
计算机网络,期刊,B,2,TOMM,"ACM Transactions on Multimedia Computing, Communications and Applications",ACM,https://dblp.org/db/journals/tomccap/,11
计算机网络,期刊,B,3,TOSN,ACM Transactions on Sensor Networks,ACM,https://dblp.org/db/journals/tosn/,11
计算机网络,期刊,B,4,CN,Computer Networks,Elsevier,https://dblp.org/db/journals/cn/,11
计算机网络,期刊,B,5,TCOM,IEEE Transactions on Communications,IEEE,https://dblp.org/db/journals/tcom/,11
计算机网络,期刊,B,6,TWC,IEEE Transactions on Wireless Communications,IEEE,https://dblp.org/db/journals/twc/,11
计算机网络,期刊,C,1,,Ad Hoc Networks,Elsevier,https://dblp.org/db/journals/adhoc/,12
计算机网络,期刊,C,2,CC,Computer Communications,Elsevier,https://dblp.org/db/journals/comcom/,12
计算机网络,期刊,C,3,TNSM,IEEE Transactions on Network and Service Management,IEEE,https://dblp.org/db/journals/tnsm/,12
计算机网络,期刊,C,4,,IET Communications,IET,https://dblp.org/db/journals/iet-com/,12
计算机网络,期刊,C,5,JNCA,Journal of Network and Computer Applications,Elsevier,https://dblp.org/db/journals/jnca/,12
计算机网络,期刊,C,6,MONET,Mobile Networks and Applications,Springer,https://dblp.org/db/journals/monet/,12
计算机网络,期刊,C,7,,Networks,Wiley,https://dblp.org/db/journals/networks/,12
计算机网络,期刊,C,8,PPNA,Peer-to-Peer Networking and Applications,Springer,https://dblp.org/db/journals/ppna/,12
计算机网络,期刊,C,9,WCMC,Wireless Communications and Mobile Computing,Wiley,https://dblp.org/db/journals/wicomm/,12
计算机网络,期刊,C,10,,Wireless Networks,Springer,https://dblp.org/db/journals/winet/,12
计算机网络,期刊,C,11,IOT,IEEE Internet of Things Journal,IEEE,https://dblp.org/db/journals/iotj/index.html,12
计算机网络,期刊,C,12,TIOT,ACM Transactions on Internet of Things,ACM,https://dblp.org/db/journals/tiot/index.html,12
计算机网络,会议,A,1,SIGCOMM,"ACM International Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",ACM,https://dblp.org/db/conf/sigcomm/index.html,13
计算机网络,会议,A,2,MobiCom,ACM International Conference on Mobile Computing and Networking,ACM,https://dblp.org/db/conf/mobicom/,13
计算机网络,会议,A,3,INFOCOM,IEEE International Conference on Computer Communications,IEEE,https://dblp.org/db/conf/infocom/,13
计算机网络,会议,A,4,NSDI,Symposium on Network System Design and Implementation,USENIX,https://dblp.org/db/conf/nsdi/,13
计算机网络,会议,B,1,SenSys,ACM Conference on Embedded Networked Sensor Systems,ACM,https://dblp.org/db/conf/sensys/,14
计算机网络,会议,B,2,CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,ACM,https://dblp.org/db/conf/conext/,14
计算机网络,会议,B,3,SECON,"IEEE International Conference on Sensing, Communication, and Networking",IEEE,https://dblp.org/db/conf/secon/,14
计算机网络,会议,B,4,IPSN,International Conference on Information Processing in Sensor Networks,IEEE/ ACM,https://dblp.org/db/conf/ipsn/,14
计算机网络,会议,B,5,MobiSys,"ACM International Conference on Mobile Systems, Applications, and Services",ACM,https://dblp.org/db/conf/mobisys/,14
计算机网络,会议,B,6,ICNP,IEEE International Conference on Network Protocols,IEEE,https://dblp.org/db/conf/icnp/,14
计算机网络,会议,B,7,MobiHoc,"International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",IEEE/ ACM,https://dblp.org/db/conf/mobihoc/,14
计算机网络,会议,B,8,NOSSDAV,International Workshop on Network and Operating System Support for Digital Audio and Video,ACM,https://dblp.org/db/conf/nossdav/,14
计算机网络,会议,B,9,IWQoS,IEEE/ACM International Workshop on Quality of Service,IEEE,https://dblp.org/db/conf/iwqos/,14
计算机网络,会议,B,10,IMC,ACM Internet Measurement Conference,ACM/ USENIX,https://dblp.org/db/conf/imc/,14
计算机网络,会议,C,1,ANCS,ACM/IEEE Symposium on Architectures for Networking and Communication Systems,IEEE/ ACM,https://dblp.org/db/conf/ancs/,15
计算机网络,会议,C,2,APNOMS,Asia-Pacific Network Operations and Management Symposium,IFIP/ IEEE,https://dblp.org/db/conf/apnoms/,15
计算机网络,会议,C,3,FORTE,"International Conference on Formal Techniques for Distributed Objects, Components, and Systems",Springer,https://dblp.org/db/conf/forte/,15
计算机网络,会议,C,4,LCN,IEEE Conference on Local Computer Networks,IEEE,https://dblp.org/db/conf/lcn/,15
计算机网络,会议,C,5,GLOBECOM,IEEE Global Communications Conference,IEEE,https://dblp.org/db/conf/globecom/,15
计算机网络,会议,C,6,ICC,IEEE International Conference on Communications,IEEE,https://dblp.org/db/conf/icc/,15
计算机网络,会议,C,7,ICCCN,IEEE International Conference on Computer Communications and Networks,IEEE,https://dblp.org/db/conf/icccn/,15
计算机网络,会议,C,8,MASS,IEEE International Conference on Mobile Adhoc and Sensor Systems,IEEE,https://dblp.org/db/conf/mass/index.html,15
计算机网络,会议,C,9,P2P,IEEE International Conference on Peer-to-Peer Computing,IEEE,https://dblp.org/db/conf/p2p/,15
计算机网络,会议,C,10,IPCCC,IEEE International Performance Computing and Communications Conference,IEEE,https://dblp.org/db/conf/ipccc/,15
计算机网络,会议,C,11,WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",IEEE,https://dblp.org/db/conf/wowmom/,15
计算机网络,会议,C,12,ISCC,IEEE Symposium on Computers and Communications,IEEE,https://dblp.org/db/conf/iscc/,15
计算机网络,会议,C,13,WCNC,IEEE Wireless Communications and Networking Conference,IEEE,https://dblp.org/db/conf/wcnc/,15
计算机网络,会议,C,14,Networking,IFIP International Conferences on Networking,IFIP,https://dblp.org/db/conf/networking/index.html,16
计算机网络,会议,C,15,IM,IFIP/IEEE International Symposium on Integrated Network Management,IFIP/ IEEE,https://dblp.org/db/conf/im/index.html,16
计算机网络,会议,C,16,MSN,"International Conference on Mobility, Sensing and Networking",IEEE,https://dblp.org/db/conf/msn/,16
计算机网络,会议,C,17,MSWiM,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",ACM,https://dblp.org/db/conf/mswim/,16
计算机网络,会议,C,18,WASA,The International Conference on Wireless Artificial Intelligent Computing Systems and Applications,Springer,https://dblp.org/db/conf/wasa/,16
计算机网络,会议,C,19,HotNets,ACM The Workshop on Hot Topics in Networks,ACM,https://dblp.org/db/conf/hotnets/,16
计算机网络,会议,C,20,APNet,Asia-Pacific Workshop on Networking,ACM,https://dblp.org/db/conf/apnet/index.html,16
网络与信息安全,期刊,A,1,TDSC,IEEE Transactions on Dependable and Secure Computing,IEEE,https://dblp.org/db/journals/tdsc/,17
网络与信息安全,期刊,A,2,TIFS,IEEE Transactions on Information Forensics and Security,IEEE,https://dblp.org/db/journals/tifs/,17
网络与信息安全,期刊,A,3,,Journal of Cryptology,Springer,https://dblp.org/db/journals/joc/,17
网络与信息安全,期刊,B,1,TOPS,ACM Transactions on Privacy and Security,ACM,https://dblp.org/db/journals/tissec/index.html,18
网络与信息安全,期刊,B,2,,Computers & Security,Elsevier,https://dblp.org/db/journals/compsec/,18
网络与信息安全,期刊,B,3,,"Designs, Codes and Cryptography",Springer,https://dblp.org/db/journals/dcc/,18
网络与信息安全,期刊,B,4,JCS,Journal of Computer Security,IOS Press,https://dblp.org/db/journals/jcs/,18
网络与信息安全,期刊,B,5,Cybersecurity,Cybersecurity,Springer（原中国科学院信息工程研究所/科学出版社）,https://dblp.org/db/journals/cybersec/index.html,18
网络与信息安全,期刊,C,1,CLSR,Computer Law & Security Review,Elsevier,https://dblp.org/db/journals/clsr/index.html,19
网络与信息安全,期刊,C,2,,EURASIP Journal on Information Security,Springer,https://dblp.org/db/journals/ejisec/,19
网络与信息安全,期刊,C,3,,IET Information Security,IET,https://dblp.org/db/journals/iet-ifs/,19
网络与信息安全,期刊,C,4,IMCS,Information and Computer Security,Emerald,https://dblp.org/db/journals/imcs/,19
网络与信息安全,期刊,C,5,IJICS,International Journal of Information and Computer Security,Inderscience,https://dblp.org/db/journals/ijics/,19
